"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant(s) de l’agent dans le(s) référentiel(s) des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de début d’existence","Date de fin d’existence","Statut juridique ou catégorie","Présence d’éléments historiques rédigés","Domaines fonctionnels ou fonctions","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","URI BnF","Date de création de la notice","Date de dernière mise à jour de la notice"
"agent/005508","005508","rico:CorporateBody","France. Ministère de la Culture. Direction générale de la création artistique. Sous-direction de l'emploi et de la formation. Bureau de l'emploi du spectacle vivant (2006-....)","France. Ministère de la Culture. Direction de la musique, de la danse, du théâtre et des spectacles. Sous-direction de l'emploi et de la formation. Bureau de l'emploi","2006-11-09",,"service d’administration centrale","oui","arts | culture | emploi | statut de l’artiste | étude",,,,,"2013-04-23","2019-09-12"
"agent/005509","005509","rico:CorporateBody","France. Ministère de la Culture. Direction générale de la création artistique. Sous-direction de l’emploi, de l’enseignement supérieur et de la recherche. Bureau de l’enseignement supérieur et de la formation professionnelle (2006-....)","France. Ministère de la Culture et de la Communication. Direction de la musique, de la danse, des théâtres et des spectacles. Sous-direction de l’emploi et de la formation. Bureau des enseignements et de la formation | France. Ministère de la Culture et de la Communication. Direction générale de création artistique. Service du Spectacle vivant. Sous-direction de l’emploi et de la formation. Bureau des enseignements et de la formation du spectacle vivant | France. Ministère de la Culture et de la Communication. Direction générale de création artistique. Sous-direction de l’emploi et de la formation. Bureau des enseignements et de la formation du spectacle vivant","2006-11-09",,"service d’administration centrale","oui","arts | coordination | création artistique | culture | enseignement supérieur | formation | organisation scolaire | réglementation",,,,,"2013-04-23","2019-09-12"
"agent/005438","005438","rico:CorporateBody","France. Ministère de la Culture. Direction générale de la création artistique (2010-....)","France. Ministère de la Culture et de la Communication. Direction générale de la création artistique | DGCA","2010-01-01",,"service d’administration centrale","oui","arts | contrôle technique | coordination | création artistique | culture",,,"https://fr.wikipedia.org/wiki/Direction_g%C3%A9n%C3%A9rale_de_la_Cr%C3%A9ation_artistique","https://data.bnf.fr/ark:/12148/cb16617176f#about","2013-04-23","2019-01-18"
"agent/052991","052991","rico:CorporateBody","France. Ministère de la Culture. Inspection générale des musées. Service de restauration des musées classés et contrôlés (1966-1990)","SRMCC","1966-01-01","1990-12-31","service d’administration centrale","oui","arts | conseil | contrôle de l’exercice professionnel",,,,,"2021-06-28","2021-10-19"
"agent/052022","052022","rico:CorporateBody","France. Ministère de la Culture et de la communication. Cabinet d'Audrey Azoulay, ministre (2016-2017)",,"2016-02-11","2017-05-10",,"oui","culture",,,,,"2018-04-11","2018-12-05"
"agent/005446","005446","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Cabinet de Christine Albanel, ministre (2007-2009)",,"2007-05-18","2009-06-23","cabinet ministériel","oui","action gouvernementale | culture",,,,,"2013-04-23","2017-03-22"
"agent/052021","052021","rico:CorporateBody","France. Ministère de la Culture et de la communication. Cabinet de Fleur Pellerin, ministre (2014-2016)",,"2014-08-26","2016-02-11",,"oui","culture",,,,,"2018-04-11","2018-12-05"
"agent/052019","052019","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Cabinet de Jack Lang, ministre (1988-1993)","France. Ministère de la Culture et de la Communication. Cabinet de Jack Lang, ministre | France. Ministère de la Culture et de la Communication. Cabinet de Jack Lang, ministre de la Culture, de la communication, des grands travaux et du Bicentenaire | France. Ministère de la Culture et de la Communication. Cabinet de Jack Lang, ministre et porte parole du gouvernement | France. Ministère de la Culture et de la Communication. Cabinet de Jack Lang, ministre d'Etat, ministre de l'éducation et de la culture","1988-05-12","1993-03-30",,"oui","action gouvernementale | culture",,,,,"2018-03-26","2018-12-05"
"agent/005157","005157","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Directeur du patrimoine (1978-1998)",,"1978-01-01","1998-12-31","service d’administration centrale","non","culture",,,,,"2013-04-23","2023-10-17"
"agent/005282","005282","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'administration générale (1959-2010)","Direction de l'administration générale et de l'environnement culturel | Direction de l'administration générale | Service d'administration générale","1959-01-01","2010-12-31","service d’administration centrale","oui","comptabilité | contentieux | gestion du personnel | gestion immobilière | gestion logistique | préparation budgétaire | réglementation | étude","000000012153822X",,,,"2013-04-23","2016-01-19"
"agent/005699","005699","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture. Bureau des affaires générales (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2016-10-20"
"agent/005700","005700","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture. Mission de la communication et des relations extérieures (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2016-10-20"
"agent/005698","005698","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture. Service de l'inspection générale de l'architecture (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui","inspection",,,,,"2013-04-23","2016-10-20"
"agent/005665","005665","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture. Sous-direction de la promotion, de la diffusion et des professions (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2016-10-20"
"agent/005196","005196","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture. Sous-direction des enseignements et de la recherche (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2016-10-20"
"agent/005655","005655","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture (1996-1998)",,"1996-01-01","1998-12-31","service d’administration centrale","oui","culture | urbanisme | ville",,,,"https://data.bnf.fr/ark:/12148/cb12571910s#about","2013-04-23","2017-03-23"
"agent/005368","005368","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Bureau budget et affaires financières (1998-2010)","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Bureau des affaires générales et financières (1998-2004) | France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Sous-direction des ressources humaines et des affaires générales. Bureau des affaires générales et financières (1998-2004) | France. Ministère de la Culture et de la Communication. Sous-direction de la coordination et des affaires générales. Direction de l'architecture et du patrimoine. Bureau budget et affaires financières (1998-2010)","1998-01-01","2010-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2016-10-20"
"agent/005662","005662","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Service de la connaissance, de la conservation et de la création (1998-2001)",,"1998-01-01","2001-12-31","service d’administration centrale","oui",,,,,,"2013-04-23","2017-04-04"
"agent/005371","005371","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Sous-direction de la coordination et des affaires générales (1998-2004)","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine. Sous-direction des ressources humaines et des affaires générales (1998-2001)","1998-01-01","2004-12-31","service d’administration centrale","non","culture",,,,,"2013-04-23","2023-10-17"
"agent/051151","051151","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'Architecture et du Patrimoine. Sous-direction des Monuments Historiques et des Espaces protégés (1959-2009)","France. Ministère de la Culture et de la Communication. Direction du Patrimoine. Sous-direction des Monuments historiques et des Palais nationaux (1978-1990) | France. Ministère de la Culture et de la Communication. Direction de l'Architecture et du Patrimoine. Sous-direction des Monuments historiques (1990-2004) | France. Ministère de la Culture et de la Communication. Direction de l'Architecture et du Patrimoine. Sous-direction des Monuments historiques et des Espaces protégés (2004-2009) | France. Ministère des affaires culturelles. Direction de l'Architecture. Sous-direction des Monuments historiques et des Sites (1959-1977) | France. Ministère de la Culture et de la Communication. Direction de l'Architecture et du Patrimoine. Service de la connaissance, de la conservation et de la création. Sous-direction des Monuments historiques (1998-2001)","1959-01-08","2009-12-31",,"oui","culture",,,,,"2015-12-09",
"agent/005406","005406","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de l'architecture et du patrimoine (1998-2010)","DAPA","1998-01-01","2010-12-31","service d’administration centrale","oui","culture","0000000121778207","Q3029466","https://fr.wikipedia.org/wiki/Direction_de_l%27Architecture_et_du_Patrimoine","https://data.bnf.fr/ark:/12148/cb13510990x#about","2013-04-23","2017-03-23"
"agent/005510","005510","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de la musique, de la danse, du théâtre et des spectacles. Mission pour l'économie des industries culturelles (2006-2010)","France. Ministère de la Culture et de la Communication. Direction de la musique, de la danse, du théâtre et des spectacles. Sous-direction de l'emploi et de la formation. Mission économique des industries culturelles et musicales","2006-11-09","2010-01-12","service d’administration centrale","oui","culture",,,,,"2013-04-23","2022-08-02"
"agent/005299","005299","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de la Musique et de la Danse. Délégation à la danse. Section de l'enseignement (1982-1998)","Bureau de l'enseignement de la danse","1982-10-20","1998-09-21","service d’administration centrale","oui","arts | conseil | coordination | culture | décentralisation | formation | inspection | évaluation",,,,,"2015-09-30","2020-09-17"
"agent/005298","005298","rico:CorporateBody","France. Ministère de la Culture et de la Communication. Direction de la musique et de la danse. Délégation à la danse. Section diffusion et création chorégraphique (1970-1998)"," bureau de l’art lyrique et de la danse | bureau des activités lyriques et chorégraphiques | Section diffusion chorégraphique","1970-01-01","1998-09-21","service d’administration centrale","oui","arts | coordination | création artistique | culture | diffusion | décentralisation | financement | inspection | réglementation | évaluation",,,,,"2013-04-23","2020-09-17"
