"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_026)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Historique (rico:history)"
"place/FRAN_RI_026-d3nzugb1n5-1egygidpbdomp","d3nzugb1n5-1egygidpbdomp","Camondo (hôtel de)","Moïse de Camondo (hôtel)","Rue de Monceau."
"place/FRAN_RI_026-d5bknw7od2-1bfkcnu51105h","d5bknw7od2-1bfkcnu51105h","Camp du Roi (enseigne du)",,
"place/FRAN_RI_026-d5bknwy197-say0b4or3g09","d5bknwy197-say0b4or3g09","Canettes (enseigne des)",,
"place/FRAN_RI_026-d3nzugfiny--1hmo7z6d01ljq","d3nzugfiny--1hmo7z6d01ljq","Capucines (couvent des)",,
"place/FRAN_RI_026-d3nzugfym7--jsdgyq7pigga","d3nzugfym7--jsdgyq7pigga","Capucins (couvent des)",,"Rue Saint-Honoré."
"place/FRAN_RI_026-d3m0cugnprq--1b5rwo9bx9vp","d3m0cugnprq--1b5rwo9bx9vp","Capucins-au-Marais (couvent des)",,
"place/FRAN_RI_026-d3nzugglwb-19y6vm7a1mmdb","d3nzugglwb-19y6vm7a1mmdb","Caraman (hôtel de)",,
"place/FRAN_RI_026-d5bknx8zy1-wngc83p167lb","d5bknx8zy1-wngc83p167lb","Cardinal (enseigne du)",,
"place/FRAN_RI_026-d5bknwddcy--1e8ke9j1v1j0f","d5bknwddcy--1e8ke9j1v1j0f","Cardinal Bertrand (collège du)",,
"place/FRAN_RI_026-d5bknwzzj0--1un5swl5l04i3","d5bknwzzj0--1un5swl5l04i3","Cardinal Lemoine (collège du)",,
"place/FRAN_RI_026-d3nzughv5x--w57e6dyu1k6s","d3nzughv5x--w57e6dyu1k6s","Carembert (collège)",,
"place/FRAN_RI_026-d3nzugi6dg-1q7eluoy867te","d3nzugi6dg-1q7eluoy867te","Cariton (hôtel garni)",,
"place/FRAN_RI_026-d3m0cugk67k--7zub8se6g40o","d3m0cugk67k--7zub8se6g40o","Carmélites (couvent des)",,
"place/FRAN_RI_026-d5bknxq22o--tr5d0noawyro","d5bknxq22o--tr5d0noawyro","Carmes (prison des)","Carmes-Déchaussés (couvent des) | Carmes (couvent des)","Rue de Vaugirard."
"place/FRAN_RI_026-d3nzugjf7k-pimdj35jqok","d3nzugjf7k-pimdj35jqok","Carmes de la place Maubert (couvent des)",,
"place/FRAN_RI_026-d3nzuglytn--c1q9d9gqxwa0","d3nzuglytn--c1q9d9gqxwa0","Carnavalet (hôtel)",,
"place/FRAN_RI_026-d5bknwqrke--1okver7yjhs09","d5bknwqrke--1okver7yjhs09","Carneaux (enseigne des)",,
"place/FRAN_RI_026-d3nzugmbjh--1srjmaiur542h","d3nzugmbjh--1srjmaiur542h","Carnot (lycée)",,
"place/FRAN_RI_026-d3nzugmmr0--buw9116kzhyx","d3nzugmmr0--buw9116kzhyx","Carrousel (arc de triomphe du)",,
"place/FRAN_RI_026-d3nzugmy6a-1l8kb1pfpf0nc","d3nzugmy6a-1l8kb1pfpf0nc","Castiglione (hôtel de)",,
"place/FRAN_RI_026-d3nzugn9ll-1waaza9hqfzj","d3nzugn9ll-1waaza9hqfzj","Castries (hôtel de)",,"Rue de Varenne."
"place/FRAN_RI_026-d3nzugnl8m-1bg2uu53d1uie","d3nzugnl8m-1bg2uu53d1uie","Cavoye (hôtel de)",,
"place/FRAN_RI_026-d3nzugnwnx--1gnhbrbuhahqs","d3nzugnwnx--1gnhbrbuhahqs","Célestins (caserne des)","Célestins (couvent des)",
"place/FRAN_RI_026-d5bknw9hod--1u2k0wso6jklo","d5bknw9hod--1u2k0wso6jklo","Cerceau (enseigne du)",,
"place/FRAN_RI_026-d5bknwcfqd-1hyimb0d3kmal","d5bknwcfqd-1hyimb0d3kmal","Cerceau d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknwbu6d--pzyba3vfc5v9","d5bknwbu6d--pzyba3vfc5v9","Cerceau de Fer (enseigne du)",,
"place/FRAN_RI_026-d3nzugo837--zux6mwk3hh7m","d3nzugo837--zux6mwk3hh7m","Chabrillan (hôtel de)",,
"place/FRAN_RI_026-d3nzugojq9-1c72kxa5jp402","d3nzugojq9-1c72kxa5jp402","Chabrol (hôtel de)",,
"place/FRAN_RI_026-d5bknwsnwd-9y75817wapna","d5bknwsnwd-9y75817wapna","Chaillot (barrière de)",,
"place/FRAN_RI_026-d3m0cuh07eh-1t7066ixo4h18","d3m0cuh07eh-1t7066ixo4h18","Chaillot (maison de santé de)","Docteur Pinel (maison de santé du)",
"place/FRAN_RI_026-d3nzugozgr-s4u53ifi5d7f","d3nzugozgr-s4u53ifi5d7f","Chaillot (palais de)",,
"place/FRAN_RI_026-d5bknwx9nw-n7tnjdi6b69c","d5bknwx9nw-n7tnjdi6b69c","Chaise (enseigne de la)",,
"place/FRAN_RI_026-d3nzugqv5f--10g6kj2smt63i","d3nzugqv5f--10g6kj2smt63i","Champagne (hôtel de)",,
"place/FRAN_RI_026-d5bknx6vmx--2iv0z27b7bpa","d5bknx6vmx--2iv0z27b7bpa","Champ de l'Alouette (enseigne du)",,
"place/FRAN_RI_026-d5bknxqrq4--1jy4jeh9hjzwk","d5bknxqrq4--1jy4jeh9hjzwk","Champ Fleuri (enseigne du)",,
"place/FRAN_RI_026-d3nzugr7ni--15zadrhg2zfos","d3nzugr7ni--15zadrhg2zfos","Chanac-Pompadour (collège de)","Saint-Michel (collège)",
"place/FRAN_RI_026-d3nzugrksw--1vff37838p4sk","d3nzugrksw--1vff37838p4sk","Chantereine (salle)",,
"place/FRAN_RI_026-d5bknxnuj6--1gwpfbivwkkmf","d5bknxnuj6--1gwpfbivwkkmf","Chantier (enseigne du)",,
"place/FRAN_RI_026-d5bknwdq2t-d37x1bub3k02","d5bknwdq2t-d37x1bub3k02","Chapeau Rouge (enseigne du)",,
"place/FRAN_RI_026-d5bknwoq26--1je4vxkbqpcxc","d5bknwoq26--1je4vxkbqpcxc","Chapeau Royal (enseigne du)",,
"place/FRAN_RI_026-d3nzugs8y1-15wfj72nbc1qe","d3nzugs8y1-15wfj72nbc1qe","Chapelle expiatoire",,
"place/FRAN_RI_026-d3nzugsogr-9agkhrcrbvj2","d3nzugsogr-9agkhrcrbvj2","Chaptal (collège)",,
"place/FRAN_RI_026-d3m0cugjmeh-lznczh7vmzyl","d3m0cugjmeh-lznczh7vmzyl","Chardonneret (enclos)",,
"place/FRAN_RI_026-d5bknw3uek--pt1i3vg9tiht","d5bknw3uek--pt1i3vg9tiht","Charenton (barrière de)",,
"place/FRAN_RI_026-d5bknx3rz6-fw4jkcw12tdn","d5bknx3rz6-fw4jkcw12tdn","Chariot d'Elie (enseigne du)",,
"place/FRAN_RI_026-d5bknwc91t-y7j0eim037ux","d5bknwc91t-y7j0eim037ux","Chariot d'Or (enseigne du)",,
"place/FRAN_RI_026-d3nzugtctn--e8xn9r3er9og","d3nzugtctn--e8xn9r3er9og","Charité (hôpital de la)","Unité (hospice de l')",
"place/FRAN_RI_026-d3m0cufxds3--17q2x6xorpin0","d3m0cufxds3--17q2x6xorpin0","Charités Saint-Denis (hôtel des)",,
"place/FRAN_RI_026-d3nzugv9sw-18wxxyikrwus9","d3nzugv9sw-18wxxyikrwus9","Charlemagne (lycée)","Compagnie-de-Jésus (maison professe de la) | Charlemagne (collège royal)",
"place/FRAN_RI_026-d3nzugvmqi--euvq7oav44kv","d3nzugvmqi--euvq7oav44kv","Charles V (enceinte de)",,
"place/FRAN_RI_026-d3nzugwb3e--19rl153viijr9","d3nzugwb3e--19rl153viijr9","Charny (hôtel de)",,"Rue des Barres."
"place/FRAN_RI_026-d3nzugwmio-ebbhz84nqmma","d3nzugwmio-ebbhz84nqmma","Charny (petit hôtel de)",,"Rue Beautreillis."
"place/FRAN_RI_026-d3nzugx1tn-t0j4rp2rss0","d3nzugx1tn-t0j4rp2rss0","Charonne (barrière de)",,
"place/FRAN_RI_026-d3m0cufxz67--ityocxreqnb0","d3m0cufxz67--ityocxreqnb0","Charonne (château de)",,
"place/FRAN_RI_026-d3nzugxebr-u74a5jui96g3","d3nzugxebr-u74a5jui96g3","Charost (hôtel de)",,
"place/FRAN_RI_026-d3nzugxqm2--jn70hpo6s86c","d3nzugxqm2--jn70hpo6s86c","Chartres (hôtel de)",,
"place/FRAN_RI_026-d3nzugy2on-or93jom6pu9z","d3nzugy2on-or93jom6pu9z","Chartreux (couvent des)",,
"place/FRAN_RI_026-d5bknwke7l--fuickjrnrfz1","d5bknwke7l--fuickjrnrfz1","Chat (enseigne du)",,
"place/FRAN_RI_026-d5bknwt7qa--o10pmhh4kyjg","d5bknwt7qa--o10pmhh4kyjg","Chatainville (hôtel de)",,"Place des Vosges. Voir aussi Châtillon (hôtel de), Gagny (hôtel de), Marie de Lyonne (hôtel de)."
"place/FRAN_RI_026-d5bknxfih2--w7maj8h6dhj0","d5bknxfih2--w7maj8h6dhj0","Château Bicêtre (enseigne du)",,
"place/FRAN_RI_026-d5bknx9yv6-myuuir64p3p5","d5bknx9yv6-myuuir64p3p5","Château Blanc (enseigne du)",,
"place/FRAN_RI_026-d5bknx1ucn-147i8sab9i9c6","d5bknx1ucn-147i8sab9i9c6","Château d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknx3aqd-16lwmfebsbofs","d5bknx3aqd-16lwmfebsbofs","Château de Milan (enseigne du)",,
"place/FRAN_RI_026-d5bknxtbc6--5vf80cu0zwai","d5bknxtbc6--5vf80cu0zwai","Château Frileux (enseigne du)",,
"place/FRAN_RI_026-d3nzugydw6-1s3rrlwpw0vi3","d3nzugydw6-1s3rrlwpw0vi3","Châtelet",,
"place/FRAN_RI_026-d5bknwhsnp--1q6z68dkccc57","d5bknwhsnp--1q6z68dkccc57","Châtelet (grand)",,
"place/FRAN_RI_026-d3nzugyvcq--1ubbko72hgnu4","d3nzugyvcq--1ubbko72hgnu4","Châtelet (hôtel du)",,"Rue de Grenelle."
"place/FRAN_RI_026-d5bknx1d3u-1kzry4ee2rjnn","d5bknx1d3u-1kzry4ee2rjnn","Châtelet (petit)",,
"place/FRAN_RI_026-d3nzugz82l-bkr4d3tgwnb9","d3nzugz82l-bkr4d3tgwnb9","Châtelet (théâtre du)",,
"place/FRAN_RI_026-d3nzugzqe7--1s9cb7w7iiuid","d3nzugzqe7--1s9cb7w7iiuid","Châtillon (hôtel de)",,"Cette dénomination correspond à 3 hôtels situés : rue Payenne, place des Vosges, rue Galande. Voir aussi Lude (hôtel du), Marie de Lyonne (hôtel de), Gagny (hôtel de), Chatainville (hôtel de), Lamoignon (hôtel), Lesseville (hôtel)."
"place/FRAN_RI_026-d5bknx94gz-6igq64adgbn8","d5bknx94gz-6igq64adgbn8","Chat-qui-Pêche (enseigne du)",,
"place/FRAN_RI_026-d5bknx4yfx--1wh98k8xwrszw","d5bknx4yfx--1wh98k8xwrszw","Chaudron (enseigne du)",,
"place/FRAN_RI_026-d3nzuh0upc--1cy1k2bb6zjkw","d3nzuh0upc--1cy1k2bb6zjkw","Chaudron (hôtel du)",,
"place/FRAN_RI_026-d3nzuh177f-swobpanbaqb4","d3nzuh177f-swobpanbaqb4","Chaulnes (hôtel de)","Descures (hôtel) | Nicolay-Goussainville (hôtel)","Place des Vosges."
"place/FRAN_RI_026-d3nzuh1iuh--7g60gz60thq","d3nzuh1iuh--7g60gz60thq","Chaumont (hôtel de)",,
"place/FRAN_RI_026-d5bknwdvgt-dx2gazwqiktb","d5bknwdvgt-dx2gazwqiktb","Chef Saint-Denis (enseigne du)",,
"place/FRAN_RI_026-d5bknxopcv-6j062n81fe9u","d5bknxopcv-6j062n81fe9u","Chef Saint-Jean (enseigne du)",,
"place/FRAN_RI_026-d5bknw4dl8-1xdf16xi8xcaq","d5bknw4dl8-1xdf16xi8xcaq","Cheminée qui tourne (enseigne de la)",,
"place/FRAN_RI_026-d5bknwf7jb-1e3z9h0c5g1j2","d5bknwf7jb-1e3z9h0c5g1j2","Chêne Vert (enseigne du)",,
"place/FRAN_RI_026-d5bknwzm5v-1elk3i543q5cf","d5bknwzm5v-1elk3i543q5cf","Chenevette (enseigne de la)",,
"place/FRAN_RI_026-d3nzuh1u9r-16pvqp63gp66p","d3nzuh1u9r-16pvqp63gp66p","Cherche-midi (prison du)",,
"place/FRAN_RI_026-d3m0cug7ea0-sgljz72zyoog","d3m0cug7ea0-sgljz72zyoog","Chéret (hôtel)",,"Rue du Faubourg-Poissonnière. Voir aussi Akermann (hôtel)."
"place/FRAN_RI_026-d5bknwkbeq-sbq80sltgx1s","d5bknwkbeq-sbq80sltgx1s","Cheval Bardé (enseigne du)",,
"place/FRAN_RI_026-d5bknwv6v5--1d6e5jy92gqeu","d5bknwv6v5--1d6e5jy92gqeu","Cheval Blanc (enseigne du)",,
"place/FRAN_RI_026-d5bknwybtg--v559iq56ipw7","d5bknwybtg--v559iq56ipw7","Cheval de Bronze (enseigne du)",,
"place/FRAN_RI_026-d5bknwft3c-ad35ujxz6vrf","d5bknwft3c-ad35ujxz6vrf","Cheval Noir (enseigne du)",,
"place/FRAN_RI_026-d5bknxeq8h--1h8yoqmtx37x2","d5bknxeq8h--1h8yoqmtx37x2","Chèvre-qui-paie (enseigne de la)",,
"place/FRAN_RI_026-d3m0cugt2as-1x8ooz37krc8e","d3m0cugt2as-1x8ooz37krc8e","Chèvre-qui-paît (enseigne de la)",,
"place/FRAN_RI_026-d3nzuh3dgd-10iwt0iqbndb7","d3nzuh3dgd-10iwt0iqbndb7","Chevreuse (hôtel de)","Longueville (hôtel de)",
"place/FRAN_RI_026-d5bknx8m5d-1jnwgvb4b5w1r","d5bknx8m5d-1jnwgvb4b5w1r","Chien (enseigne du)",,
"place/FRAN_RI_026-d3nzuh482b--1hisrsesw45m3","d3nzuh482b--1hisrsesw45m3","Chine (hôtel de)",,
"place/FRAN_RI_026-d3nzuh4znl--1ik9blqeuhu0w","d3nzuh4znl--1ik9blqeuhu0w","Choiseul (hôtel de)",,"Rue de Choiseul."
"place/FRAN_RI_026-d5bknwoj5v--tfq7lgm7y2bb","d5bknwoj5v--tfq7lgm7y2bb","Choiseul-Praslin (hôtel de)","Pomereu (hôtel de)","Rue de Sèvres."
"place/FRAN_RI_026-d3nzuh5c5p--ddil9s8xd3z3","d3nzuh5c5p--ddil9s8xd3z3","Cholets (collège des)",,
"place/FRAN_RI_026-d3nzuh5nsq-w5totsarh85l","d3nzuh5nsq-w5totsarh85l","Cicé (hôtel de)",,"Rue de Grenelle."
"place/FRAN_RI_026-d5bknxs04p-1vfr55u9t7kkw","d5bknxs04p-1vfr55u9t7kkw","Cinq Papillons (enseigne des)",,
"place/FRAN_RI_026-d5bknxjq0g-1gsry0q94hcrp","d5bknxjq0g-1gsry0q94hcrp","Ciseaux d'Or (enseigne des)",,
"place/FRAN_RI_026-d3nzuh5z81--d6okxjyrepo0","d3nzuh5z81--d6okxjyrepo0","Cité (palais de la)",,
"place/FRAN_RI_026-d3nzuh6ttz--l40s15od0kqi","d3nzuh6ttz--l40s15od0kqi","Cité universitaire","Cité internationale universitaire",
"place/FRAN_RI_026-d5bknw52dn--1iw0g6yqczp1j","d5bknw52dn--1iw0g6yqczp1j","Clairambault (hôtel)","Rambouillet de la Sablière (hôtel)","Rue Vide-Gousset."
"place/FRAN_RI_026-d5bknw9okp--uvnpmxgsm6ao","d5bknw9okp--uvnpmxgsm6ao","Clef (enseigne de la)",,
"place/FRAN_RI_026-d5bknxuesa--130k4amttoc3h","d5bknxuesa--130k4amttoc3h","Clef d'Argent (enseigne de la)",,
"place/FRAN_RI_026-d5bknwz195--jl1hli7rvpbx","d5bknwz195--jl1hli7rvpbx","Clef en Bois (enseigne de la)",,
"place/FRAN_RI_026-d3nzuh7iu5--18vjvezmay3fd","d3nzuh7iu5--18vjvezmay3fd","Clermont (collège de)","Jésuites (collège des)",
"place/FRAN_RI_026-d3nzuh8dnu--9bzy5ppp0j63","d3nzuh8dnu--9bzy5ppp0j63","Clermont (hôtel de)",,"Rue de Varenne."
"place/FRAN_RI_026-d3nzuh94e3-1c2h3bp1zyd19","d3nzuh94e3-1c2h3bp1zyd19","Clermont-Tonnerre (hôtel de)",,"Cette dénomination correspond à 3 hôtels situés : place des Vosges, quai de la Tournelle, rue du Bac."
"place/FRAN_RI_026-d3nzuh9gw7-1brg3v2regtiw","d3nzuh9gw7-1brg3v2regtiw","Clichy (barrière de)",,
"place/FRAN_RI_026-d3nzuhabpw--6u4lwem4w3wr","d3nzuhabpw--6u4lwem4w3wr","Clisson (hôtel de)",,
"place/FRAN_RI_026-d5bknwgz4k--1e1bn4v0sif0j","d5bknwgz4k--1e1bn4v0sif0j","Cloche (enseigne de la)",,
"place/FRAN_RI_026-d5bknwc07n--a0c5wy07c7a8","d5bknwc07n--a0c5wy07c7a8","Cloche Blanche (enseigne de la)",,
"place/FRAN_RI_026-d5bknwj91f--1i6q5gi9q773x","d5bknwj91f--1i6q5gi9q773x","Cloche Rouge (enseigne de la)",,
"place/FRAN_RI_026-d3nzuhb2nw--1dz9nse4g9g3l","d3nzuhb2nw--1dz9nse4g9g3l","Cluny (collège de)",,
"place/FRAN_RI_026-d3nzuhbf60-14q9qt49xqbcp","d3nzuhbf60-14q9qt49xqbcp","Cluny (hôtel de)",,
"place/FRAN_RI_026-d3nzuhbr0t--1uselz900heiy","d3nzuhbr0t--1uselz900heiy","Cluny (théâtre de)",,
"place/FRAN_RI_026-d5bknw4ypp--1uuagjj847mp9","d5bknw4ypp--1uuagjj847mp9","Coches d'Orléans (enseigne des)",,
"place/FRAN_RI_026-d5bknxrfni--12pyr9ex485mm","d5bknxrfni--12pyr9ex485mm","Cochet (enseigne du)",,
"place/FRAN_RI_026-d3nzuhc2g3-15vvz2y5ojmb5","d3nzuhc2g3-15vvz2y5ojmb5","Cochin (hôpital)",,
"place/FRAN_RI_026-d5bknwq3us--13wz99pdokfys","d5bknwq3us--13wz99pdokfys","Cochon d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknx46mv-1mc30w5hmlad6","d5bknx46mv-1mc30w5hmlad6","Coeur Navré (enseigne du)",,
"place/FRAN_RI_026-d5bknwlors-d2xbg2qz3ccj","d5bknwlors-d2xbg2qz3ccj","Coeur Royal (enseigne du)",,
"place/FRAN_RI_026-d5bknwptxt-1c5tpq5y6pvs2","d5bknwptxt-1c5tpq5y6pvs2","Coeur Volant (enseigne du)",,
"place/FRAN_RI_026-d5bknwwi2m-ync72portjuf","d5bknwwi2m-ync72portjuf","Coffin (enseigne du)",,
"place/FRAN_RI_026-d3nzuhcdvd--142sd34nu1to8","d3nzuhcdvd--142sd34nu1to8","Coigny (hôtel de)",,
"place/FRAN_RI_026-d3nzuhd8hb-odydrepqyt1","d3nzuhd8hb-odydrepqyt1","Coislin (hôtel de)",,
"place/FRAN_RI_026-d5bknx8jk9--1x5nalicwjqmh","d5bknx8jk9--1x5nalicwjqmh","Colbert de Torcy (hôtel)","Tubeuf (hôtel)","Rue Vivienne."
"place/FRAN_RI_026-d3nzuhf4ta--521flvmmm47w","d3nzuhf4ta--521flvmmm47w","Colisée de Paris",,
"place/FRAN_RI_026-d3nzuhfg8k--1eutgluvp6t06","d3nzuhfg8k--1eutgluvp6t06","Collandre (hôtel de)",,
"place/FRAN_RI_026-d3nzuhgba1--1gtx71ny8gr2l","d3nzuhgba1--1gtx71ny8gr2l","Collège de France",,
"place/FRAN_RI_026-d5bknxtfne-cbyehpht87ob","d5bknxtfne-cbyehpht87ob","Collier d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknx80t4--5vgsoo2c558g","d5bknx80t4--5vgsoo2c558g","Colombier (enseigne du)",,
"place/FRAN_RI_026-d3nzuhh282--1b96x3erx8ch9","d3nzuhh282--1b96x3erx8ch9","Colonnade (hôtel de la)",,
"place/FRAN_RI_026-d3nzuhheq5-u597fi8094gy","d3nzuhheq5-u597fi8094gy","Combat (barrière du)",,
"place/FRAN_RI_026-d3nzuhhqky--1mdsvh28366ws","d3nzuhhqky--1mdsvh28366ws","Comédie (hôtel de la)",,
"place/FRAN_RI_026-d5bknwy8l1--1ahwpxbcora7d","d5bknwy8l1--1ahwpxbcora7d","Comédie Française",,"Localisation actuelle. Localisée rue de l'ancienne comédie de 1689 à 1770."
"place/FRAN_RI_026-d5bknw1s1b-wn5t4zgmqghw","d5bknw1s1b-wn5t4zgmqghw","Comédie Italienne","Théâtre Italien (1716-1780) | Théâtre des Comédiens Italiens | Nouveau Théâtre Italien | Comédiens Italiens ordinaires du Roi","Second théâtre italien stable, inauguré le 18 mai 1716, après le rappel des comédiens par le Régent, et officiellement fondé par l'ordonnance du 20 mai 1716. - En 1762, il absorbe l'Opéra-Comique dirigé par Charles-Simon Favart. Par lettres patentes du 31 mars 1780, il devient Théâtre de l'Opéra-Comique (BNF). Création du terme Opéra-Comique car le bâtiment actuel date de 1887 (base Mérimée)."
"place/FRAN_RI_026-d3nzug0yn2-4ekzncd5ea3m","d3nzug0yn2-4ekzncd5ea3m","Commerce (bourse du)",,
"place/FRAN_RI_026-d5bknwmrkm-1m4f42cxaogx3","d5bknwmrkm-1m4f42cxaogx3","Compagnie-de-Jésus (enseigne de la)",,
"place/FRAN_RI_026-d3nzuhieak-1sxzxlwrc1b18","d3nzuhieak-1sxzxlwrc1b18","Compagnie des Indes (maisons de la)",,
"place/FRAN_RI_026-d5bknxpg35--h6rd940kyfg0","d5bknxpg35--h6rd940kyfg0","Compas d'Or (enseigne du)",,
"place/FRAN_RI_026-d3nzuhj949-1vvk313kd6k9q","d3nzuhj949-1vvk313kd6k9q","Conception (couvent de la)",,
"place/FRAN_RI_026-d3nzuhk1cu--2dn8mq6q78r5","d3nzuhk1cu--2dn8mq6q78r5","Conciergerie",,
"place/FRAN_RI_026-d5bknw74qw--1keawzh0r1cyi","d5bknw74qw--1keawzh0r1cyi","Condamnés aux Galères (enseigne des)",,
"place/FRAN_RI_026-d3nzuhkexq--1t51ew1p1r71f","d3nzuhkexq--1t51ew1p1r71f","Condé (hôtel de)",,
"place/FRAN_RI_026-d3nzuhkqsj--1qgy60ro42s1r","d3nzuhkqsj--1qgy60ro42s1r","Condorcet (lycée)","Bourbon (collège royal de) | Bonaparte (lycée)",
"place/FRAN_RI_026-d3nzuhl2nc-mdyxyskeh5rc","d3nzuhl2nc-mdyxyskeh5rc","Conférence (barrière de la)",,
"place/FRAN_RI_026-d5bknwo4xp-7ndq9wuvm413","d5bknwo4xp-7ndq9wuvm413","Connins Verts (enseigne des)",,
"place/FRAN_RI_026-d3nzuhlfsp--1m4ypz8q1fema","d3nzuhlfsp--1m4ypz8q1fema","Contades (hôtel de)",,
"place/FRAN_RI_026-d3nzuhm769--key55quf0tw3","d3nzuhm769--key55quf0tw3","Conti (hôtel de)",,
"place/FRAN_RI_026-d3nzuhmjoc-ii7b6aw1bh7j","d3nzuhmjoc-ii7b6aw1bh7j","Conti (petit hôtel de)",,
"place/FRAN_RI_026-d3nzuhmw6f--1bleycvsag1ml","d3nzuhmw6f--1bleycvsag1ml","Contrôle général des finances (hôtel du)","Lionne Pontchartrain (hôtel de)","Rue des Petits-Champs et rue Danielle-Casanova."
"place/FRAN_RI_026-d3nzuhn818-13qjjoykl102a","d3nzuhn818-13qjjoykl102a","Convalescents (hospice des)",,
"place/FRAN_RI_026-d3nzuhnvqu--aczndy12xuey","d3nzuhnvqu--aczndy12xuey","Coq (château du)",,"Auteuil"
"place/FRAN_RI_026-d5bknxjl1y-12dfw9zqpwlvg","d5bknxjl1y-12dfw9zqpwlvg","Coq (enseigne du)",,
"place/FRAN_RI_026-d5bknwy4x4--1jiw8aumtt2dc","d5bknwy4x4--1jiw8aumtt2dc","Coq d'Inde (enseigne du)",,
"place/FRAN_RI_026-d5bknxhoxr--1ea1l1hdkq0az","d5bknxhoxr--1ea1l1hdkq0az","Coq d'Or (enseigne du)",,
"place/FRAN_RI_026-d3nzuho7lo-mbj3vs1rb24k","d3nzuho7lo-mbj3vs1rb24k","Coqueret (collège)",,
"place/FRAN_RI_026-d3nzuhojgh--u3fqvq0jrnos","d3nzuhojgh--u3fqvq0jrnos","Coqueret (hôtel de)",,
"place/FRAN_RI_026-d5bknwsq1y--1xbkpptbqj7ut","d5bknwsq1y--1xbkpptbqj7ut","Corbeau (enseigne du)",,
"place/FRAN_RI_026-d5bknxbq0w--wougruwyiwu0","d5bknxbq0w--wougruwyiwu0","Cordelières (enseigne des)",,
"place/FRAN_RI_026-d3nzuhq32l-se4ygmu6unby","d3nzuhq32l-se4ygmu6unby","Cordelières-Saint-Marcel (couvent des)",,
"place/FRAN_RI_026-d3nzuhqqzy--p1624wmbyra2","d3nzuhqqzy--p1624wmbyra2","Cordeliers (couvent des)",,"Rue de l'Ecole-de-Médecine."
"place/FRAN_RI_026-d3nzuhrllw--jorsfpszdh21","d3nzuhrllw--jorsfpszdh21","Cordeliers (église des)",,
"place/FRAN_RI_026-d5bknwmut0-15yqyka37i9d9","d5bknwmut0-15yqyka37i9d9","Corne (enseigne de la)",,
"place/FRAN_RI_026-d5bknwssn3--opfztdtrnubd","d5bknwssn3--opfztdtrnubd","Corne d'Or (enseigne de la)",,
"place/FRAN_RI_026-d5bknxe1nt--16wlb8f3qt1j7","d5bknxe1nt--16wlb8f3qt1j7","Corne de Cerf (enseigne de la)",,
"place/FRAN_RI_026-d5bknxpw1e--xt5jr44eagcr","d5bknxpw1e--xt5jr44eagcr","Corne de Daim (enseigne de la)",,
"place/FRAN_RI_026-d5bknw82sz-1dy8zs4eekvib","d5bknw82sz-1dy8zs4eekvib","Cornet (enseigne du)",,
"place/FRAN_RI_026-d3nzuht32f--1idnuriecsu5o","d3nzuht32f--1idnuriecsu5o","Cornouaille (collège de)",,
"place/FRAN_RI_026-d5bknw8xex--76n45shl617m","d5bknw8xex--76n45shl617m","Coteaux (enseigne des)",,
"place/FRAN_RI_026-d5bknx9n84--1ol22rtcc8mwa","d5bknx9n84--1ol22rtcc8mwa","Coupe d'Or (enseigne de la)",,
"place/FRAN_RI_026-d3nzuhu7dk-1h60xikwln2pf","d3nzuhu7dk-1h60xikwln2pf","Courcelles-Ceinture (gare de)",,
"place/FRAN_RI_026-d3m0cug0ccf-1sszgwvv9rfl4","d3m0cug0ccf-1sszgwvv9rfl4","Cour des comptes",,
"place/FRAN_RI_026-d5bknwm1pe-1c4560e0l7plk","d5bknwm1pe-1c4560e0l7plk","Couronne d'Or (enseigne de la)",,
"place/FRAN_RI_026-d5bknwigsu-1je9s1vyn0luy","d5bknwigsu-1je9s1vyn0luy","Coursin (hôtel de)",,"Rue du Parc-Royal."
"place/FRAN_RI_026-d5bknwdm74-121q1yqkh1gvt","d5bknwdm74-121q1yqkh1gvt","Cours la Reine (barrière du)",,
"place/FRAN_RI_026-d3nzuhuk3f--1i50cdjpzzmte","d3nzuhuk3f--1i50cdjpzzmte","Courtille (barrière de la)",,
"place/FRAN_RI_026-d3nzuhuvy8--b3lzupwysfeq","d3nzuhuvy8--b3lzupwysfeq","Couture-Sainte-Catherine (église de la)","Culture-Sainte-Catherine (église de la)",
"place/FRAN_RI_026-d5bknxaedw--yctz3k8f0qnb","d5bknxaedw--yctz3k8f0qnb","Creil (hôtel de)","Villacerf (hôtel de) | Voisenon (hôtel) | Colbert de Villacerf (hôtel) | Pierrard (hôtel)","Place des Vosges et rue de Turenne."
"place/FRAN_RI_026-d5bknxca2l-185r14afs52iy","d5bknxca2l-185r14afs52iy","Crochet (enseigne du)",,
"place/FRAN_RI_026-d5bknxgdii-fhy64qltcz5y","d5bknxgdii-fhy64qltcz5y","Croissant (enseigne du)",,
