"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_025)","Dénomination préférée (skos:prefLabel)","Historique (rico:history)"
"place/FRAN_RI_025-d3nzcqyv1i--qfbpru9etzs4","d3nzcqyv1i--qfbpru9etzs4","Pyramides (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nzcqz61a-kcre8ihjpfhk","d3nzcqz61a-kcre8ihjpfhk","Pyrénées (place des)","Actuellement place Gambetta."
"place/FRAN_RI_025-d3nzcqzh11--70zp231n16z5","d3nzcqzh11--70zp231n16z5","Pyrénées (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nzcqzs0t-13qn571e657vf","d3nzcqzs0t-13qn571e657vf","Pyrénées (villa des)","Voie actuelle. Autre(s) nom(s) : impasse de l'Avenir."
"place/FRAN_RI_025-d3nzcr0efv--y0ux7ge3240v","d3nzcr0efv--y0ux7ge3240v","Q/1 (voie)","Actuellement allée André-Breton."
"place/FRAN_RI_025-d3nzcr0p7v--1pluclyrs153s","d3nzcr0p7v--1pluclyrs153s","Q/10 (voie)","Actuellement rue Georg-Friedrich-Haendel."
"place/FRAN_RI_025-d3nzcr10fe--bwwd1x828ver","d3nzcr10fe--bwwd1x828ver","Q/11 (voie)","Actuellement villa du Clos-de-Malevart"
"place/FRAN_RI_025-d3nzcr1bf6-3cwwihqx0jo3","d3nzcr1bf6-3cwwihqx0jo3","Q/17 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nzcr1mmp-1k9k9s3d5e9pu","d3nzcr1mmp-1k9k9s3d5e9pu","Q/18 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nzcr1xu8-4dkssm5a6ddw","d3nzcr1xu8-4dkssm5a6ddw","Q/19 (voie)","Actuellement villa Marcel-Lods."
"place/FRAN_RI_025-d3nzcr3cxd--x4kmcuowxe5u","d3nzcr3cxd--x4kmcuowxe5u","Q/20 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nzcr030l-1kfl49i9au13g","d3nzcr030l-1kfl49i9au13g","Q (rue)","Actuellement partie du boulevard Ornano."
"place/FRAN_RI_025-d3nzcr3ozy-1pob4wv7oz4t1","d3nzcr3ozy-1pob4wv7oz4t1","Quai-de-l'Ecole (passage du)","Voie supprimée."
"place/FRAN_RI_025-d3nzcr3zzp--54mybmgjh8o3","d3nzcr3zzp--54mybmgjh8o3","Quarante-Neuf-Faubourg-Saint-Martin (impasse du)","Voie actuelle. Autre(s) nom(s) : passage Zet."
"place/FRAN_RI_025-d3nzcr4b78-1e4rl8dt4zvbf","d3nzcr4b78-1e4rl8dt4zvbf","Quarante-Quatre-Enfants-d'Izieu (place des)","Voie actuelle."
"place/FRAN_RI_025-d3nzcr4m70--1776iikpk22yx","d3nzcr4m70--1776iikpk22yx","Quartier-de-la-Cavalerie (avenue du)","Actuellement partie de l'avenue de Lowendal."
"place/FRAN_RI_025-d3nzcr4x6s-uyn1gjnbwbdt","d3nzcr4x6s-uyn1gjnbwbdt","Quartier-Neuf (place du)","Actuellement place de l'Argonne."
"place/FRAN_RI_025-d3nzcr58m2--f78uheg7pzga","d3nzcr58m2--f78uheg7pzga","Quassay (ruelle du)","Ou ruelle du Quassy. Voir rue Beurrière."
"place/FRAN_RI_025-d3nzcr5jlu--48eggcrcenrv","d3nzcr5jlu--48eggcrcenrv","Quassy (ruelle du)","Voir ruelle du Quassay."
"place/FRAN_RI_025-d3nzcr5ull-19qxri5tw11i3","d3nzcr5ull-19qxri5tw11i3","Quatre-Bornes (rue des)","Actuellement rue Montéra."
"place/FRAN_RI_025-d3nzcr65dl--1c0ttq5e68lcr","d3nzcr65dl--1c0ttq5e68lcr","Quatre-Carrefours (allée des)","Voie actuelle."
"place/FRAN_RI_025-d3nzcr6gsw--1xpu592nksti9","d3nzcr6gsw--1xpu592nksti9","Quatre-Chemins (carrefour des)","Voie supprimée."
"place/FRAN_RI_025-d3nzcr6rsn--n00e0xfe6iba","d3nzcr6rsn--n00e0xfe6iba","Quatre-Chemins (rue des)","Actuellement rue Dubrunfaut."
"place/FRAN_RI_025-d3nzcrcb6s-8w77uhi6zh3a","d3nzcrcb6s-8w77uhi6zh3a","Quatrefages (rue de)","Voie actuelle. Autre(s) nom(s) : rue du Battoir."
"place/FRAN_RI_025-d3nzcrcm6k--1efn7dghdcw3u","d3nzcrcm6k--1efn7dghdcw3u","Quatrefages-Prolongée (rue de)","Actuellement rue Georges-Desplas."
"place/FRAN_RI_025-d3nzcr72sf-bhjh0f1oxwbl","d3nzcr72sf-bhjh0f1oxwbl","Quatre-Fils (rue des)","Voie actuelle. Autre(s) nom(s) : rue de l'Echelle-du-Temple, rue des Deux-Portes, rue des Quatre-Fils-Aymon."
"place/FRAN_RI_025-d3nzcr7dzy-1se6u9yow7ke9","d3nzcr7dzy-1se6u9yow7ke9","Quatre-Fils-Aymon (rue des)","Actuellement rue des Quatre-Fils."
"place/FRAN_RI_025-d3nzcr9tik--raduvhw3mwof","d3nzcr9tik--raduvhw3mwof","Quatre-Frères-Casadesus (place des)","Actuellement place Casadesus."
"place/FRAN_RI_025-d3nzcra5l5-1v2855mzzoxav","d3nzcra5l5-1v2855mzzoxav","Quatre-Frères-Peignot (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nzcragd5--q9pylfgrl4xq","d3nzcragd5--q9pylfgrl4xq","Quatre-Jardiniers (rue des)","Actuellement partie de la rue des Maraîchers."
"place/FRAN_RI_025-d3nzcrcx6b-9l9tx677jln1","d3nzcrcx6b-9l9tx677jln1","Quatremère (rue)","Actuellement partie de la rue d'Anjou."
"place/FRAN_RI_025-d3nzcrarcx-o42xkwthbdkq","d3nzcrarcx-o42xkwthbdkq","Quatre-Nations (place des)","Actuellement place de l'Institut."
"place/FRAN_RI_025-d3nzcrb2kg-yogne6sd9xzr","d3nzcrb2kg-yogne6sd9xzr","Quatre-Nations (port des)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrbdk7-6e61m9b21rmk","d3nzcrbdk7-6e61m9b21rmk","Quatre-Nations (quai du)","Actuellement partie du quai de Conti."
"place/FRAN_RI_025-d3nzcrborq-1natevsy9bfp7","d3nzcrborq-1natevsy9bfp7","Quatre-Vents (impasse des)","Voie supprimée également dénommée cul-de-sac de la Foire et de cul-de-sac de l'Opéra-Comique."
"place/FRAN_RI_025-d3nzcrbzri--v5mml7o5ore8","d3nzcrbzri--v5mml7o5ore8","Quatre-Vents (rue des)","Voie actuelle. Autre(s) nom(s) : chemin du Petit-Huys-de-la-Foire, voie de la Halle , chemin de la Voirie, ruelle de la Voirie-de-la-Boucherie, rue Neuve-de-la-Foire, rue de la Foire, rue du Brave , rue du Petit-Brave."
"place/FRAN_RI_025-d3nzcrd7yc-1kb3l5bfe5wu0","d3nzcrd7yc-1kb3l5bfe5wu0","Québec (place du)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrdj5v--y5cgbn7zq8ab","d3nzcrdj5v--y5cgbn7zq8ab","Quellard (cour)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrdu5m--1pzdauzosdpnx","d3nzcrdu5m--1pzdauzosdpnx","Quenouille (ruelle de la)","Actuellement partie de la rue Bertin-Poirée."
"place/FRAN_RI_025-d3nzcrf98s-15ezkf1xf8ahs","d3nzcrf98s-15ezkf1xf8ahs","Quenouilles (ruelle des)","Actuellement partie de la rue Bertin-Poirée."
"place/FRAN_RI_025-d3nzcrflbc--14wccxrff1r4a","d3nzcrflbc--14wccxrff1r4a","Quens-de-Pontis (rue au)","Voir rue Béthisy."
"place/FRAN_RI_025-d3nzcrfwiv-8slmmc3bukjv","d3nzcrfwiv-8slmmc3bukjv","Quentin-Bauchart (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrg7in-1jt9w08n7ldq0","d3nzcrg7in-1jt9w08n7ldq0","Quercy (square du)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrgian--al7j0n84uef3","d3nzcrgian--al7j0n84uef3","Questre (impasse)","Voie actuelle. Autre(s) nom(s) : impasse Saint-Joseph."
"place/FRAN_RI_025-d3nzcri11q--e4r71sr2cudp","d3nzcri11q--e4r71sr2cudp","Quiberon (rue de)","Actuellement rue de Montpensier."
"place/FRAN_RI_025-d3nzcrgtaf--2hv79lekovwq","d3nzcrgtaf--2hv79lekovwq","Qui-Chiet-en-la-Savonnerie (rue)","Voir rue d' Avignon."
"place/FRAN_RI_025-d3nzcrh42f-1kq4hlnr4u98q","d3nzcrh42f-1kq4hlnr4u98q","Qui-M'y-Trouva-si-Dure (rue)","Voir rue de la Descente-de-la-Vallée-de-Misère."
"place/FRAN_RI_025-d3nzcric99-79mbrv36qvh8","d3nzcric99-79mbrv36qvh8","Quinault (rue)","Voie actuelle. Autre(s) nom(s) : avenue du Théâtre."
"place/FRAN_RI_025-d3nzcrin90-1hmsht9s1ol1j","d3nzcrin90-1hmsht9s1ol1j","Quincampoix (cul-de-sac)","Voir impasse de Venise."
"place/FRAN_RI_025-d3nzcriyob-meqgz6vohjeq","d3nzcriyob-meqgz6vohjeq","Quincampoix (rue)","Voie actuelle. Autre(s) nom(s) : rue des Cinq-Diamants."
"place/FRAN_RI_025-d3nzcrj9o2-1wrwn0lkjf8z0","d3nzcrj9o2-1wrwn0lkjf8z0","Quinquempoit (rue)","Actuellement rue Quincampoix."
"place/FRAN_RI_025-d3nzcrkngo-1gtsk2co0kf18","d3nzcrkngo-1gtsk2co0kf18","Quinquempoix (rue)","Actuellement rue Quincampoix."
"place/FRAN_RI_025-d3nzcrl2c4--qmxuixft9u90","d3nzcrl2c4--qmxuixft9u90","Quintaine (impasse)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrlii4--1swyvy809jaq4","d3nzcrlii4--1swyvy809jaq4","Quinze-Vingts (passage des)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrlvfq-fulvd4q13vke","d3nzcrlvfq-fulvd4q13vke","Quinze-Vingts (rue des)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrm72s-1chbjlvl8sogc","d3nzcrm72s-1chbjlvl8sogc","Quiquenpoit (rue)","Actuellement rue Quincampoix."
"place/FRAN_RI_025-d3nzcrmii2-1jak86ga362kd","d3nzcrmii2-1jak86ga362kd","Quiquetonne (rue)","Actuellement rue Tiquetonne."
"place/FRAN_RI_025-d3nzcrmxt1-1fvn5oz7f00wc","d3nzcrmxt1-1fvn5oz7f00wc","Quiracie (rue)","Voir rue Pierre-Assis."
"place/FRAN_RI_025-d3nzcrnaiw--e7z3u7gwrhxs","d3nzcrnaiw--e7z3u7gwrhxs","Quirassis (rue)","Voir rue Pierre-Assis."
"place/FRAN_RI_025-d3nzcrhf27--xfh1pjkjxdwg","d3nzcrhf27--xfh1pjkjxdwg","Qui-Rassis (rue)","Voir rue Pierre-Assis."
"place/FRAN_RI_025-d3nzcrhq1y--1owub25i0w9nd","d3nzcrhq1y--1owub25i0w9nd","Qui-Trop-Va-si-Dure (rue)","Voir rue de la Descente-de-la-Vallée-de-Misère."
"place/FRAN_RI_025-d3nzcrnly6-zgyvpu2t0rr9","d3nzcrnly6-zgyvpu2t0rr9","R/10 (voie)","Actuellement rue Francis-Jammes."
"place/FRAN_RI_025-d3nzcrnxsz--1mwbb1dmqxe0y","d3nzcrnxsz--1mwbb1dmqxe0y","R/11 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nzcro98a--5tsexo1imeki","d3nzcro98a--5tsexo1imeki","R/12 (voie)","Actuellement rue Bernard-Lecache."
"place/FRAN_RI_025-d3nzcrol33--18irozognczgg","d3nzcrol33--18irozognczgg","R/14 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrowq4-13j82ki8ztlr9","d3nzcrowq4-13j82ki8ztlr9","R/16 (voie)","Actuellement place de Barcelone."
"place/FRAN_RI_025-d3nzcrp85f-1acgr50yt2xw6","d3nzcrp85f-1acgr50yt2xw6","R/18 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrpk7z--d35llnonmg9c","d3nzcrpk7z--d35llnonmg9c","R/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrpvv1-tjbsy829z1fy","d3nzcrpvv1-tjbsy829z1fy","Rabelais (rue)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée rue Rousselet. Actuelle avenue du Belvédère."
"place/FRAN_RI_025-d3nzcrq7ab--pvh9up3267lf","d3nzcrq7ab--pvh9up3267lf","Rabot (impasse du)","Voie supprimée."
"place/FRAN_RI_025-d3nzcrsvfc-p1rx6s92du69","d3nzcrsvfc-p1rx6s92du69","Racan (square)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrt7hw--rd6xkrs9sxm7","d3nzcrt7hw--rd6xkrs9sxm7","Rachel (avenue)","Voie actuelle. Autre(s) nom(s) : avenue du Cimetière-du-Nord, avenue du Cimetière-Montmartre."
"place/FRAN_RI_025-d3nzcrtix7--11nd4lgg7e00f","d3nzcrtix7--11nd4lgg7e00f","Racine (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrtv7j-16d3dbfztbvd4","d3nzcrtv7j-16d3dbfztbvd4","Racine (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcru6uk-e03500pjpij0","d3nzcru6uk-e03500pjpij0","Radrerie (rue de la)","Voir rue Jean-Pain-Mollet."
"place/FRAN_RI_025-d3nzcruix5--1cn8lg42dd811","d3nzcruix5--1cn8lg42dd811","Radziwill (passage)","Voie supprimée."
"place/FRAN_RI_025-d3nzcruucf--vyamdp69sgs3","d3nzcruucf--vyamdp69sgs3","Radziwill (rue)","Voie actuelle. Autre(s) nom(s) : rue Neuve-des-Bons-Enfants."
"place/FRAN_RI_025-d3nzcrv9ne-t94jdg24frcx","d3nzcrv9ne-t94jdg24frcx","Raffaëlli (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrvlag--2sb3n8o9hnaf","d3nzcrvlag--2sb3n8o9hnaf","Raffet (impasse)","Voie actuelle. Autre(s) nom(s) : ruelle de la Cure."
"place/FRAN_RI_025-d3nzcrvwhz-18e8okrum6fae","d3nzcrvwhz-18e8okrum6fae","Raffet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrw7x9-1eqrc5f9qe01i","d3nzcrw7x9-1eqrc5f9qe01i","Raffinerie (passage de la)","Voir passage Genty."
"place/FRAN_RI_025-d3nzcrwmky-1fu3kb7pfyjjo","d3nzcrwmky-1fu3kb7pfyjjo","Ragonni (rue)","Actuellement partie de la rue du Fauconnier."
"place/FRAN_RI_025-d3nzcrwyva--1gazvxhizqgkj","d3nzcrwyva--1gazvxhizqgkj","Ragouleau (cul-de-sac)","Voir cul-de-sac des Commissaires."
"place/FRAN_RI_025-d3nzcrxaib-vp6slry202yp","d3nzcrxaib-vp6slry202yp","Raguinot (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nzcrxm5d-15rxxwpzy6v5p","d3nzcrxm5d-15rxxwpzy6v5p","Raimbaut (passage)","Actuellement passage Rimbaut."
"place/FRAN_RI_025-d3nzcry5js-1ev7geaq4hery","d3nzcry5js-1ev7geaq4hery","Raison (parvis de la)","Actuellement partie de la place du Parvis-Notre-Dame."
"place/FRAN_RI_025-d3nzcrze65--fv7mlxrzautz","d3nzcrze65--fv7mlxrzautz","Raison (pont de la)","Actuellement pont Notre-Dame."
"place/FRAN_RI_025-d3nzcs0gyy-1oosi8xp0sw2y","d3nzcs0gyy-1oosi8xp0sw2y","Raison (rue de la)","Voir rue Neuve-Notre-Dame."
"place/FRAN_RI_025-d3nzcs16mf--1whyz7sfmd3us","d3nzcs16mf--1whyz7sfmd3us","Rambervillers (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nzcs1j4i--tktivso74uqa","d3nzcs1j4i--tktivso74uqa","Rambouillet (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nzcs1v72-bnqah4pcjyz3","d3nzcs1v72-bnqah4pcjyz3","Rambouillet (ruelle de)","Voie supprimée."
"place/FRAN_RI_025-d3nzcs26md-1skdnqmdipl2n","d3nzcs26md-1skdnqmdipl2n","Rambuteau (porte)","Voie actuelle."
"place/FRAN_RI_025-d3nzcs2ubz-11ta29ltv51hi","d3nzcs2ubz-11ta29ltv51hi","Rambuteau (rue)","Voie actuelle. Autre(s) nom(s) : rue de la République, rue de Rambuteau."
"place/FRAN_RI_025-d3nzcs2i1n-99wqp4fwh23a","d3nzcs2i1n-99wqp4fwh23a","Rambuteau (rue de)","Actuellement rue Rambuteau."
"place/FRAN_RI_025-d3nzcs35z1--14vfjerde1w1j","d3nzcs35z1--14vfjerde1w1j","Rameau (rue)","Voie actuelle. Autre(s) nom(s) : rue Neuve-Lepelletier."
"place/FRAN_RI_025-d3nzcs40kz-bk9jjdk2mza","d3nzcs40kz-bk9jjdk2mza","Ramey (passage)","Voie actuelle. Autre(s) nom(s) : passage du Harlay."
"place/FRAN_RI_025-d3nzcs571p--dphqao1ovf9b","d3nzcs571p--dphqao1ovf9b","Ramey (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcs6dig-1im19in4i6cci","d3nzcs6dig-1im19in4i6cci","Rampal (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcs7jjp-1uh1hl83g4wz0","d3nzcs7jjp-1uh1hl83g4wz0","Rampe (avenue de la)","Voie supprimée."
"place/FRAN_RI_025-d3nzcs8pso--1dgvf9e6bcd3x","d3nzcs8pso--1dgvf9e6bcd3x","Rampon (rue)","Voie actuelle. Autre(s) nom(s) : rue Delatour ou rue de la Tour."
"place/FRAN_RI_025-d3nzcs9vm5-ne9ogtgoeyya","d3nzcs9vm5-ne9ogtgoeyya","Ramponeau (rue)","Voie actuelle. Autre(s) nom(s) : rue de l'Orillon et rue Ramponneau-Prolongée."
"place/FRAN_RI_025-d3nzcsb7wf--horpnvngzhkw","d3nzcsb7wf--horpnvngzhkw","Ramponneau (chemin de ronde de)","Voie supprimée."
"place/FRAN_RI_025-d3nzcscmrt--1j6g7q8a8ajcs","d3nzcscmrt--1j6g7q8a8ajcs","Ramponneau (rue)","Actuellement boulevard de Belleville."
"place/FRAN_RI_025-d3nzcsdpcv-iiyed5wshh7g","d3nzcsdpcv-iiyed5wshh7g","Ramponneau-Prolongée (rue)","Actuellement partie de la rue Ramponeau."
"place/FRAN_RI_025-d3nzcsevlv--18x08q35gixpe","d3nzcsevlv--18x08q35gixpe","Ramus (passage)","Actuellement rue Eugénie-Legrand."
"place/FRAN_RI_025-d3nzcsg7gm-1hgq2njnl3kpy","d3nzcsg7gm-1hgq2njnl3kpy","Ramus (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcshese--sqgtkjdoyfqy","d3nzcshese--sqgtkjdoyfqy","Rançon (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzcsiio1--12ixmgbrt40he","d3nzcsiio1--12ixmgbrt40he","Ranelagh (avenue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzcsjnmg--6ba2ti6yag6e","d3nzcsjnmg--6ba2ti6yag6e","Ranelagh (boulevard du)","Actuellement avenue Raphaël."
"place/FRAN_RI_025-d3nzcskssn--19dyo7sy0xad1","d3nzcskssn--19dyo7sy0xad1","Ranelagh (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzcslzwo-1qgroclpurctx","d3nzcslzwo-1qgroclpurctx","Ranelagh (square du)","Voie actuelle."
"place/FRAN_RI_025-d3nzcsnbz6-dulr7swyke3l","d3nzcsnbz6-dulr7swyke3l","Raoul (passage)","Actuellement rue Bréguet."
"place/FRAN_RI_025-d3nzcsobz4--1t1qic1r2wuen","d3nzcsobz4--1t1qic1r2wuen","Raoul (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcspgps-a1mcaanofngh","d3nzcspgps-a1mcaanofngh","Raoul (ruelle)","Voie supprimée."
"place/FRAN_RI_025-d3nzcsqo1l-1ip6gs0na8xn9","d3nzcsqo1l-1ip6gs0na8xn9","Raoul-Dautry (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzcss0bv-1t51c0ntscert","d3nzcss0bv-1t51c0ntscert","Raoul-de-Charonne (cul-de-sac)","Voir impasse des Provençaux."
"place/FRAN_RI_025-d3nzcst0rb--ktb8s4bvylb2","d3nzcst0rb--ktb8s4bvylb2","Raoul-Dufy (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzcsue4e-12puop14p88pt","d3nzcsue4e-12puop14p88pt","Raoul-Follereau (place)","Voie actuelle. Autre(s) nom(s) : place René-Cassin."
"place/FRAN_RI_025-d3nzcsvgpg--14hc30kv1dhrk","d3nzcsvgpg--14hc30kv1dhrk","Raoul-Lavenier (rue)","Actuellement rue du Plat-d'Etain."
"place/FRAN_RI_025-d3nzcsz6cr--js8fwmaurkgl","d3nzcsz6cr--js8fwmaurkgl","Raoul-Menuicet (rue)","Ou rue Raoul-Mucet. Voie supprimée."
"place/FRAN_RI_025-d3nzct02wj-gcumwj0n638w","d3nzct02wj-gcumwj0n638w","Raoul-Mucet (rue)","Voir rue Raoul-Menuicet."
"place/FRAN_RI_025-d3nzct0wfo-fvj5ia9g5mn2","d3nzct0wfo-fvj5ia9g5mn2","Raoul-Roissolle (rue)","Actuellement rue du Jour."
"place/FRAN_RI_025-d3nzct1pbj--1w5xqz4jvx4qm","d3nzct1pbj--1w5xqz4jvx4qm","Raoul-Wallenberg (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzct2hzm-6xcxcfg9z938","d3nzct2hzm-6xcxcfg9z938","Rapée (boulevard de la)","Actuellement boulevard de Bercy."
"place/FRAN_RI_025-d3nzct3afy-1v8oudj0q6zpy","d3nzct3afy-1v8oudj0q6zpy","Rapée (chemin de ronde de la)","Actuellement boulevard de Bercy."
"place/FRAN_RI_025-d3nzct42wb-pcb9q9l02hzx","d3nzct42wb-pcb9q9l02hzx","Rapée (port de la)","Voie actuelle."
"place/FRAN_RI_025-d3nzct4vke--1i1xcscbbajlc","d3nzct4vke--1i1xcscbbajlc","Rapée (quai de la)","Voie actuelle."
"place/FRAN_RI_025-d3nzct5o8i-14t1xam1glr9p","d3nzct5o8i-14t1xam1glr9p","Rapée (rue de la)","Actuellement partie de la rue de Bercy."
"place/FRAN_RI_025-d3nzct6jph-1n658nt9otsgo","d3nzct6jph-1n658nt9otsgo","Raphaël (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nzct7eyp--12lriadh0268m","d3nzct7eyp--12lriadh0268m","Rapp (avenue)","Voie actuelle. Autre(s) nom(s) : avenue du Champ-de-Mars."
"place/FRAN_RI_025-d3nzct8a06--87ad9v0of3nf","d3nzct8a06--87ad9v0of3nf","Rapp (square)","Voie actuelle. Autre(s) nom(s) : villa de Monttessuy."
"place/FRAN_RI_025-d3nzct94m3--51s67ikgveh","d3nzct94m3--51s67ikgveh","Rappée (chemin de la)","Actuellement rue Villiot."
"place/FRAN_RI_025-d3nzct9ysj-1lhsmq4akgygn","d3nzct9ysj-1lhsmq4akgygn","Rarécourt-Pimodan (passage)","Voie supprimée."
"place/FRAN_RI_025-d3nzctasyy-zyine9svgev5","d3nzctasyy-zyine9svgev5","Ras (rue du)","Actuellement rue d'Arras."
"place/FRAN_RI_025-d3nzctbn5d-1bnttxlrpurm7","d3nzctbn5d-1bnttxlrpurm7","Rasoir (rue du)","Actuellement partie de la rue Gît-le-Coeur."
"place/FRAN_RI_025-d3nzctch40-teyuun8ehowz","d3nzctch40-teyuun8ehowz","Raspail (boulevard)","Voie actuelle. Autre(s) nom(s) : boulevard d'Enfer."
"place/FRAN_RI_025-d3nzctdb2o--diagji83ljbo","d3nzctdb2o--diagji83ljbo","Rasselins (passage des)","Actuellement cité Georges-Ambroise-Boisselat-et-Blanche."
"place/FRAN_RI_025-d3nzcte645-6xrrfo80fznr","d3nzcte645-6xrrfo80fznr","Rasselins (rue des)","Voie actuelle. Autre(s) nom(s) : sentier du Centre-des-Rasselins."
"place/FRAN_RI_025-d3nzctf0ib--7xib3q7umh8a","d3nzctf0ib--7xib3q7umh8a","Rataud (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctfugz-469jnbhy0kt2","d3nzctfugz-469jnbhy0kt2","Ratrait (rue du)","Actuellement rues du Cher, du Cambodge et du Retrait."
"place/FRAN_RI_025-d3nzctgone--ap0iw0yvxu3v","d3nzctgone--ap0iw0yvxu3v","Rats (boulevard des)","Actuellement partie du boulevard de Ménilmontant."
"place/FRAN_RI_025-d3nzcti94k-eseehwzl84th","d3nzcti94k-eseehwzl84th","Rats (chemin de ronde des)","Actuellement partie du boulevard de Ménilmontant."
"place/FRAN_RI_025-d3nzctj3y9--1fumv8ox2fkji","d3nzctj3y9--1fumv8ox2fkji","Rats (petite rue des)","Voir cul-de-sac du Chat-Blanc."
"place/FRAN_RI_025-d3nzctjyzq--v1gsbnkjkjgj","d3nzctjyzq--v1gsbnkjkjgj","Rats (rue des)","Cette dénomination correspond à 3 voies : voie ancienne : voir rue Saint-Jacques-la-Boucherie. Actuelles rue de Mont-Louis et rue Pierre-Bayle. Actuelle partie de la rue de l'Hôtel-Colbert."
"place/FRAN_RI_025-d3nzctkt65--1ab7j2ntanlol","d3nzctkt65--1ab7j2ntanlol","Rats-Popincourt (rue des)","Actuellement rue de Mont-Louis et rue Pierre-Bayle."
"place/FRAN_RI_025-d3nzctlnck--o847rtgzoz79","d3nzctlnck--o847rtgzoz79","Rauch (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nzctmhiz--133eab5xtne45","d3nzctmhiz--133eab5xtne45","Ravel (cité)","Actuellement impasse Baudricourt."
"place/FRAN_RI_025-d3nzctnbpe-152i40i2c2flo","d3nzctnbpe-152i40i2c2flo","Ravel (rue)","Actuellement rue Saint-Romain."
"place/FRAN_RI_025-d3nzcto5o2-kd20mhpt59ft","d3nzcto5o2-kd20mhpt59ft","Ravignan (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctozmq-w8n2k6ftuca3","d3nzctozmq-w8n2k6ftuca3","Raymond (passage)","Actuellement rue Tagore."
"place/FRAN_RI_025-d3nzctpugf--1daez99hckgnj","d3nzctpugf--1daez99hckgnj","Raymond-Aron (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctqof3--1l51jtfd0w789","d3nzctqof3--1l51jtfd0w789","Raymond-Losserand (rue)","Voie actuelle. Autre(s) nom(s) : rue de Vanves, chemin ou chaussée de Vanves."
"place/FRAN_RI_025-d3nzctrili-n1b49gya6mwp","d3nzctrili-n1b49gya6mwp","Raymond-Pitet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctsck5-5n6kmv5gr0gg","d3nzctsck5-5n6kmv5gr0gg","Raymond-Poincaré (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctt6it--9dz0qn9e8pu9","d3nzctt6it--9dz0qn9e8pu9","Raymond-Queneau (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzctu09q-jdkh3zdy93pw","d3nzctu09q-jdkh3zdy93pw","Raymond-Queneau (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctuv3f-1m3ongs96pci8","d3nzctuv3f-1m3ongs96pci8","Raymond-Radiguet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzctvp9u-1xi5bucwbz7a5","d3nzctvp9u-1xi5bucwbz7a5","Raymot (passage)","Voir passage Raymond."
"place/FRAN_RI_025-d3nzctwj8i-1sgrgrzd6w5ss","d3nzctwj8i-1sgrgrzd6w5ss","Raynaud (cité)","Voie supprimée."
"place/FRAN_RI_025-d3nzctxdex-13nz0ppjey657","d3nzctxdex-13nz0ppjey657","Raynouard (rue)","Voie actuelle. Autre(s) nom(s) : rue Basse."
